links,max_compsize_rand,max_compsize_para,max_compsize_perp,global_cluster_coeff_rand,global_cluster_coeff_para,global_cluster_coeff_perp
23280,36,14,23,0.026854219948849106,0.18253676470588234,0.0075013395249151635
23290,36,14,23,0.02684196110654615,0.18243615653132464,0.007494646680942184
23300,36,14,23,0.027093596059113302,0.18226872246696035,0.007489968791796701
23310,36,14,23,0.027071369975389663,0.1820515170959758,0.007485296738549278
23320,36,14,23,0.027046717056734358,0.18203483043079743,0.007476635514018692
23330,36,14,23,0.027007365645175956,0.1819514429683921,0.007465339495200853
23340,36,14,23,0.02698282910874898,0.18183482878593665,0.007462686567164179
23350,36,14,23,0.02723064355087592,0.18192627824019025,0.0074567243675099865
23360,36,14,23,0.027210884353741496,0.1821173889193637,0.007452754857599149
23370,36,14,23,0.027188689505165852,0.18222506393861893,0.0074487895716946
23380,36,14,23,0.027166530834012496,0.1820753855982477,0.007444828503057698
23390,36,14,23,0.027151778441487917,0.1820089407900739,0.007440871644964125
23400,36,14,23,0.027122321670735014,0.182033527696793,0.007433628318584071
23410,36,14,23,0.027102719306170385,0.1819672131147541,0.007429026266914301
23420,36,14,23,0.027078256160303276,0.18215748748293126,0.0074244299098462085
23430,38,14,23,0.027044081853421078,0.18221494817239497,0.007415908890262206
23440,38,14,23,0.02700756211739287,0.18232194767441862,0.007408714058916917
23450,38,14,23,0.026973565905412694,0.1823956442831216,0.007402837754472548
23460,38,14,23,0.026954177897574125,0.18223028105167724,0.007397622192866579
23470,38,14,23,0.026932399676811204,0.18218073053566572,0.007391113066432028
23480,38,14,23,0.026903416733925208,0.18201575658788371,0.007382668307259624
23490,38,14,23,0.026879311889615627,0.18213897937024973,0.007376185458377239
23500,38,14,23,0.026862464183381087,0.18207308248914617,0.00737230121116377
23510,38,14,23,0.027114093959731543,0.18189211168338304,0.007366482504604052
23520,38,14,23,0.02708985248100134,0.18226956757244742,0.007359383213597337
23530,38,14,23,0.027068072181525817,0.1821873308067136,0.0073561607846571505
23540,38,14,23,0.02703667350762916,0.18200667087352385,0.007352297592997812
23550,38,14,23,0.027012570205937416,0.18192467111191205,0.007346510407556411
23560,38,14,23,0.027260579064587974,0.18176089305005402,0.007341373885684321
23570,38,14,23,0.02723146747352496,0.18172817281728174,0.007340732325439133
23580,38,14,23,0.027212094264117387,0.18163008276358403,0.007334322884833668
23590,38,14,23,0.02718791648156375,0.18158107743502114,0.00732728541521284
23600,38,14,23,0.02716619318181818,0.1814668344418479,0.007322175732217573
23610,38,14,23,0.027142096860031932,0.1813527351118297,0.007313250914156365
23620,38,14,23,0.02711564023039433,0.18145921206138382,0.007308160779537149
23630,38,14,23,0.027103631532329496,0.1815166726425242,0.007299904406013731
23640,38,14,23,0.027079646017699115,0.18162278344975819,0.007297367735209799
23650,38,14,23,0.027060488149982312,0.18202971183103633,0.007296100060800834
23660,38,14,23,0.027043747238179407,0.1819808535385166,0.0072922996787915615
23670,38,14,23,0.027031802120141342,0.1818832155950997,0.007289135716765012
23680,38,14,23,0.02701032747815341,0.18192372957042066,0.007281553398058253
23690,38,14,23,0.02700794351279788,0.18176139912554654,0.007530511555440145
23700,38,14,23,0.026986506746626688,0.1818830242510699,0.007524649714582252
23710,38,14,23,0.026965103983080718,0.1818019784332947,0.007516198704103672
23720,38,14,23,0.026955602536997886,0.18167245524979964,0.007512953367875648
23730,38,14,23,0.026924769027716674,0.18157543391188252,0.007508414602571848
23740,38,14,23,0.027167223492175135,0.18144623321177622,0.007505175983436853
23750,38,14,23,0.027136207956441557,0.18151932474455798,0.0074967686342093925
23760,38,14,23,0.02738043001316367,0.1813903933232709,0.007492894668848506
23770,38,14,23,0.027358821466152226,0.18144732174529976,0.007490314248816186
23780,38,14,23,0.027330063069376315,0.181616734621521,0.007483870967741935
23790,38,14,23,0.027298976288389187,0.18148804251550044,0.0074761536478473835
23800,38,14,23,0.027287038656638098,0.18157685160605255,0.007469093406593407
23810,38,14,23,0.027275111460792027,0.18149655050415708,0.007466529351184346
23820,38,14,23,0.02752053118993535,0.18160127253446448,0.007458847736625514
23830,38,14,23,0.027503710818126255,0.181753952132827,0.00745373543522961
23840,38,14,23,0.02773658962058439,0.1821390751853159,0.007446717452709064
23850,38,14,23,0.02771724919375926,0.18204268830481565,0.007441621760328458
23860,38,14,23,0.027697935719885027,0.18208245243128965,0.007430816535702084
23870,38,14,23,0.027927614407516965,0.1819382096646422,0.007425742574257425
23880,38,14,23,0.02790576371381379,0.181858173499912,0.007417512149373348
23890,38,14,23,0.02787668258792879,0.18168234156631802,0.007411193457705086
23900,38,14,23,0.027850078084331077,0.18188997104501184,0.00740614625010641
23910,38,15,23,0.027828348504551365,0.1816986589534578,0.007402365353526759
23920,38,15,23,0.02780906176903751,0.1815554387808723,0.007395443726623597
23930,38,15,23,0.02777056838826888,0.1815955213435969,0.007387280292094761
23940,38,15,23,0.027753761023690125,0.18208016767094576,0.007379760793960472
23950,38,15,23,0.028243219899809983,0.18210361067503925,0.007374756293973044
23960,38,15,23,0.028206676442680927,0.18191322530057502,0.007366014732029464
23970,38,15,23,0.02819208552461419,0.18181818181818182,0.007356671740233384
23980,38,15,23,0.028175081854213337,0.18196849708467497,0.0073523197836558776
23990,38,15,23,0.02816052359627971,0.18181027736718547,0.007347972972972973
24000,38,15,23,0.028148403202203666,0.18188135151567794,0.007343011478730587
24010,38,15,23,0.028124193687107595,0.18177083333333333,0.007334344967121902
24020,38,15,23,0.028102440701271915,0.18182606433711956,0.007329401853411963
24030,38,15,23,0.02808795739563649,0.18176302331628674,0.007325698888514651
24040,38,15,23,0.028073489010989012,0.18186541958950378,0.007318919828383949
24050,38,15,23,0.028049408131755018,0.18170805572380375,0.007310924369747899
24060,38,15,23,0.028025368529310937,0.18185748875821514,0.0073041726135505
24070,38,15,23,0.02800616649537513,0.18192812715964063,0.00730110775427996
24080,38,15,23,0.027991782229070363,0.1817711030554117,0.007290706444314087
24090,38,15,23,0.028234086242299793,0.18187305967575026,0.007285211857310334
24100,38,15,23,0.02846153846153846,0.18197484059968982,0.0072821628860801875
24110,38,15,23,0.028432377049180328,0.18206077300507875,0.0072766811642689866
24120,38,15,23,0.02841539380493216,0.18213087969730846,0.0072699924793181245
24130,38,15,23,0.028388746803069055,0.18191187838186035,0.007260891337005508
24140,38,15,23,0.028357319254023673,0.18180257510729614,0.007253626813406703
24150,38,15,23,0.02835007662182871,0.18153767035227564,0.007248187953011747
24160,38,15,23,0.028330781010719754,0.18141327623126338,0.007240948813982522
24170,38,15,23,0.0283139188844486,0.1813200924578375,0.007237936772046589
24180,38,15,23,0.028287461773700305,0.18111852231913803,0.007229516370284195
24190,38,15,23,0.028268251273344654,0.1812200956937799,0.007222314461231945
24200,38,15,23,0.028244274809160305,0.18154660293615568,0.007217521154803385
24210,38,15,23,0.028227515470034756,0.18181043300375044,0.007212734206599237
24220,38,15,23,0.028201219512195123,0.18194207836456558,0.007207953603976802
24230,38,15,23,0.02817974105102818,0.18181818181818182,0.007202582995281067
24240,38,15,23,0.028411973617453068,0.18169445389588296,0.007195434620792325
24250,38,15,23,0.028392766604698326,0.1817795529871675,0.0071900826446281
24260,38,15,23,0.028390367553865654,0.18175647008909632,0.007184738624163845
24270,38,15,23,0.028624503926370008,0.18190298507462688,0.007175849554602442
24280,38,15,23,0.028597941623080818,0.18177966101694915,0.0071711177052423344
24290,38,15,23,0.028581063991231767,0.18167188955704244,0.007166982453249856
24300,38,15,23,0.02855939342881213,0.18153351387948544,0.00716344174557431
24310,38,15,23,0.02852334875893984,0.18145672954910752,0.007154605263157894
24320,38,15,23,0.02849936948297604,0.18125739394963664,0.007148139018979541
24330,38,15,23,0.02847782258064516,0.1813882790069245,0.007136997538966366
24340,38,15,23,0.02845869711215581,0.18158028026338005,0.007129978692017702
24350,38,15,23,0.02843482637141419,0.18147304479878512,0.0071241401899770716
24360,38,15,23,0.02866001843626917,0.18128950695322377,0.007116564417177914
24370,38,15,23,0.028638419025288898,0.18183348766731205,0.0071136549468520036
24380,38,15,23,0.028616852146263912,0.1819175777964676,0.0071090047393364926
24390,38,15,23,0.028583368157124946,0.18177998151105135,0.007104360607545321
24400,38,15,23,0.028549962434259956,0.18161209068010076,0.007100881488736533
24410,38,15,23,0.028764382191095547,0.1815358791439362,0.007095090523568749
24420,38,15,23,0.028730846102598268,0.18191730269227543,0.007089886724798305
24430,38,15,23,0.028711717709720374,0.1820010055304173,0.007083536883243771
24440,38,15,23,0.028680688336520075,0.18230518121704192,0.007076622742801367
24450,38,15,23,0.028647347006559826,0.1826086956521739,0.007072020809624452
24460,38,15,23,0.02863070539419087,0.1829421100994069,0.007069722086786933
24470,38,15,23,0.02861408310525006,0.18281993488605058,0.007067424857839155
24480,38,15,23,0.028590370431756027,0.18263697773329998,0.0070616883116883114
24490,38,15,23,0.0285572386391855,0.18293902032655782,0.007055961070559611
24500,38,15,23,0.028784119106699754,0.18277153558052434,0.0070473876063183475
24510,38,15,23,0.028753201685532512,0.18255881619419737,0.0070433937823834196
24520,38,15,23,0.028979524438573316,0.182671540122944,0.007037126910943946
24530,38,15,23,0.028955617884837484,0.18255022414079364,0.007032576186242018
24540,38,15,23,0.028924598269468478,0.18227785145888595,0.007028031343404152
24550,38,15,23,0.028896023709557916,0.18239045804688148,0.00702462656439241
24560,38,15,23,0.028874629812438303,0.1824575920562681,0.007017260848523955
24570,38,15,23,0.029099876695437732,0.18252459287426634,0.007011040373922153
24580,38,15,23,0.029073587385019712,0.18259146089685357,0.007003703107390114
24590,38,15,23,0.029059267772122803,0.18250103177878663,0.0069986324511302385
24600,38,15,23,0.029042579374846174,0.18230540897097625,0.006987951807228916
24610,38,15,23,0.029011637436485823,0.18215521502718734,0.006978982833306594
24620,38,15,23,0.028995003685805553,0.1820502264306299,0.006970036853068419
24630,38,15,23,0.028952318639077452,0.18213228035538007,0.006964457252641691
24640,38,15,23,0.02893338782182264,0.18201249588951002,0.006958330000799808
24650,38,15,23,0.02915237628613425,0.18209445585215606,0.00695276912011508
24660,38,15,23,0.029130966952264383,0.18211648892534865,0.006947771921418304
24670,38,15,23,0.02910484265449209,0.1823992133726647,0.006943890174794477
24680,38,15,23,0.029071661237785016,0.18227972486079266,0.006937799043062201
24690,38,15,23,0.029052734375,0.1823611224740244,0.006932270916334662
24700,38,15,23,0.029017312850524262,0.18215248835498896,0.006929510155316607
24710,38,15,23,0.028991391911645282,0.1820334830543079,0.006923995224830879
24720,38,15,23,0.028979624969559217,0.1821297429620563,0.006918489065606362
24730,38,15,23,0.028965517241379312,0.18207031568643445,0.006915189571576186
24740,38,15,23,0.028958468526930566,0.18183299389002036,0.006909148665819568
24750,38,15,23,0.028934997568487598,0.18201807964817981,0.006904213951273708
24760,38,15,23,0.029154518950437316,0.18205482795086636,0.006902023006743356
24770,38,15,23,0.029114435907804288,0.18235007313505608,0.0068987391959400525
24780,38,15,23,0.02910502061605627,0.18237156074993913,0.006892726984630011
24790,38,15,23,0.029323854915582842,0.18245215698994485,0.006887270424319189
24800,38,15,23,0.02930964876867178,0.18230432668935342,0.00688127817764771
24810,38,15,23,0.029295456379630377,0.1821272462360369,0.006877470355731225
24820,38,15,23,0.029274193548387097,0.18223732103858287,0.006869324911172522
24830,38,15,23,0.0292482475223592,0.1821047526673133,0.006861739884848963
24840,38,15,23,0.029219995170248734,0.1824127906976744,0.006856332256284971
24850,38,15,23,0.029194145086054366,0.18240464478671076,0.006850933144342074
24860,38,15,23,0.029177718832891247,0.18222830903085474,0.006847158822603495
24870,38,15,23,0.029151943462897525,0.18215493638267033,0.00684338865727995
24880,38,15,23,0.02935514918190568,0.18222043443282382,0.006836935166994106
24890,38,15,23,0.029331623657637442,0.1823297692740574,0.006831030150753769
24900,38,15,23,0.029315178213856628,0.18225650916104147,0.006824599937245058
24910,38,15,23,0.02930813581037796,0.1823217726396917,0.006821924253116914
24920,38,15,23,0.02952708650076018,0.18216090478864203,0.0068171133051245884
24930,38,15,23,0.029512916899944012,0.1820440881763527,0.006813376145352024
24940,38,15,23,0.029496402877697843,0.18189827793352023,0.0068085772421349194
24950,38,15,23,0.029461077844311376,0.18199279711884753,0.006803785094236334
24960,38,15,23,0.02944462176827322,0.18183272029425876,0.006798999687402313
24970,38,15,23,0.029428184065714968,0.18183996166746527,0.006794221007418977
24980,38,15,23,0.029404733444896008,0.18179640718562876,0.006790508897908211
24990,38,15,23,0.029381320168803248,0.18162239770279973,0.006786800842499415
25000,38,15,23,0.029355608591885442,0.182013872279359,0.006779925187032419
25010,38,15,23,0.02933460529453852,0.1821078626623118,0.0067725361980383
25020,38,15,23,0.02932061978545888,0.18217270194986074,0.006768847739827277
25030,38,15,23,0.029304320203303685,0.18204230952759662,0.0067641113357176175
25040,38,15,23,0.02926481084939329,0.18215052054359057,0.00675990675990676
25050,38,15,23,0.029246255052706664,0.18197697499007542,0.006754658385093168
25060,38,15,23,0.029232353640180623,0.18183260610868704,0.006748894577612288
25070,38,15,23,0.029216152019002375,0.18183979082481577,0.006743663281916131
25080,38,15,23,0.02918841955386806,0.18189013772360296,0.006741050674105067
25090,38,15,23,0.02915613147914033,0.18184695734747172,0.006737918215613383
25100,38,15,23,0.0291308123470435,0.18188285511026797,0.006735310056514671
25110,38,15,23,0.029107833083537114,0.18175355450236966,0.006729058705236291
25120,38,15,23,0.029091769157994322,0.18165311439172654,0.006726457399103139
25130,38,15,23,0.029064272211720227,0.18166049042024757,0.006718665534018071
25140,38,15,23,0.02904139776483551,0.18175372252422595,0.006714517249363279
25150,38,15,23,0.02901399591130681,0.18162494095418044,0.006709856547894493
25160,38,15,23,0.028972989949748743,0.1817037677967435,0.006707270063988898
25170,38,15,23,0.028950258904754434,0.18201823325998115,0.006703135834810078
25180,39,15,23,0.028920761815189277,0.18208228643216082,0.006699522562759895
25190,39,15,23,0.02913533834586466,0.18216050835490705,0.006692307692307693
25200,39,15,23,0.029114815684432964,0.18203198494825965,0.006686649757897164
25210,39,15,23,0.029087497067792633,0.18191789407709183,0.0066815144766146995
25220,39,15,23,0.029057959693797843,0.181939118866891,0.006679462571976967
25230,39,15,23,0.02902621722846442,0.18181107288082576,0.006676387076970301
25240,39,15,23,0.029008109794135994,0.18165481678256112,0.006671779141104294
25250,39,15,23,0.028983248928710556,0.18174720899367633,0.006666666666666667
25260,39,15,23,0.02894941634241245,0.18163376765233674,0.00666054203031695
25270,39,15,23,0.028926905132192846,0.1814497272018706,0.0066554467564259485
25280,39,15,23,0.029128475998135776,0.18140730928076054,0.006648326455754241
25290,39,15,23,0.02910360884749709,0.18128017442765923,0.006642235455794778
25300,39,15,23,0.029076529425447778,0.18119551681195517,0.00663716814159292
25310,39,15,23,0.029060756354618723,0.18106867854087266,0.006858710562414266
25320,39,15,23,0.02904500038726667,0.18097014925373134,0.006853487663722205
25330,39,15,23,0.029022521476665893,0.18084362619436029,0.006848272713437833
25340,39,15,23,0.029004563384639182,0.18070325234805557,0.006845668213280596
25350,39,15,23,0.02921400417342917,0.18057710207880856,0.0068425454268988065
25360,39,15,23,0.02917116839018367,0.1804791069075122,0.006837866585625285
25370,39,15,23,0.029132947976878612,0.18054372240724964,0.006833194138637917
25380,39,15,23,0.029099307159353348,0.1804039934989552,0.006828528072837633
25390,39,15,23,0.02907468656257211,0.18048252397154346,0.006822316555488175
25400,39,15,23,0.029059040590405903,0.1805888262112665,0.0068171489168307835
25410,39,15,23,0.02902557014512785,0.18049119555143653,0.006811989100817439
25420,39,15,23,0.029003299317118085,0.18033798904236437,0.00680632231717462
25430,39,15,23,0.02920883164673413,0.18064764841942946,0.00680015111446921
25440,39,15,23,0.029184220605132132,0.18057803468208092,0.006797583081570997
25450,39,15,23,0.029155188246097336,0.18060046189376444,0.006788866259334691
25460,40,15,23,0.029132894938063925,0.18070620816985922,0.0067842605156037995
25470,40,15,23,0.02911953531030266,0.1806228373702422,0.006781193490054249
25480,40,15,23,0.02910174152153987,0.1805534204458109,0.006773538044705351
25490,40,15,23,0.029079529842772095,0.18041474654377881,0.006768953068592058
25500,40,15,23,0.02905292054293122,0.18052037761915726,0.007213706041478809
25510,40,15,23,0.029035208047553728,0.18036809815950922,0.007207207207207207
25520,40,15,23,0.02901530728809687,0.18021607539652135,0.0072012602205385945
25530,40,15,23,0.02899543378995434,0.18010567424764531,0.00719640179910045
25540,40,15,23,0.028971180898790968,0.18000918414204806,0.007188857271229594
25550,40,15,23,0.02895576835385317,0.18028901292147717,0.0071872426443063565
25560,40,15,23,0.02915717539863326,0.18040803851149997,0.007182403112374682
25570,40,15,23,0.029137263828818576,0.1802702909063144,0.007178643535481941
25580,40,15,23,0.02912179584407705,0.180146497787273,0.007172207695181173
25590,40,15,23,0.029095317472344295,0.18025162028211972,0.007168458781362007
25600,40,15,23,0.02930486142662426,0.18035659859798842,0.0071604385768628325
25610,40,15,23,0.029271613342409804,0.1802055576703464,0.007155635062611807
25620,40,15,23,0.029240649792217605,0.1801644085857817,0.007148175725986597
25630,40,15,23,0.02922077922077922,0.18025555217523578,0.007141263110912743
25640,40,15,23,0.02920534299298166,0.18009118541033434,0.007135954805619564
25650,40,15,23,0.029192124915139173,0.1799407789841318,0.007131184073688902
25660,40,15,23,0.02917451941198643,0.1802047781569966,0.00712430426716141
25670,40,15,23,0.029152542372881354,0.18006820765441456,0.0071174377224199285
25680,40,15,23,0.029134984566739443,0.17995910020449898,0.0071121647651503925
25690,40,15,23,0.029108687476494925,0.18022244079594463,0.007105321589815705
25700,40,15,23,0.029080252479711452,0.18012704174228675,0.007100591715976331
25710,40,15,23,0.02906278161610093,0.18005896137274172,0.00709849157054126
25720,40,15,23,0.029036614645858345,0.1801087449025827,0.007093246638096645
25730,40,15,23,0.029014844804318488,0.18019921521279808,0.007085393755996753
25740,40,15,23,0.029206919793304875,0.18052937184224419,0.00707755824240637
25750,40,15,23,0.029185063234303674,0.18063300678221553,0.007070781468660234
25760,40,15,23,0.029163239362895388,0.1811337800195739,0.007065057403591404
25770,40,16,23,0.029150160699603855,0.18097028958254982,0.0070572667793869
25780,40,16,23,0.029134917077543704,0.18086145982109297,0.007048975695719216
25790,40,16,23,0.02911316810988355,0.18072560654998873,0.007045871559633028
25800,40,16,23,0.029089281718505257,0.18076086140916936,0.0070407040704070405
25810,40,16,23,0.029071934401789044,0.18075539568345322,0.007257000439818208
25820,40,16,23,0.029030817329164807,0.18064709406830437,0.0072506225281968656
25830,40,16,23,0.02900706582372629,0.18113122849019903,0.007247968372501647
25840,40,16,23,0.02898766166195927,0.1810364166604352,0.007241606319947334
25850,40,16,23,0.02895752895752896,0.1808741128128502,0.007238958759871308
25860,40,16,23,0.02892745883400089,0.18077956989247312,0.007234726688102894
25870,40,16,23,0.029128372368811148,0.18080107406578652,0.00722522259524157
25880,40,16,23,0.029106798992741816,0.180849478390462,0.007219953325554259
25890,40,16,23,0.029080953085688914,0.18105372823336807,0.007212589246685123
25900,40,16,23,0.029061598757672114,0.18087874507471563,0.007208912837690235
25910,40,16,23,0.029050857480780602,0.18088661171753173,0.00720261913423063
25920,40,16,23,0.029031543177956712,0.18063176627613822,0.007197906063690563
25930,40,16,23,0.02900369003690037,0.18077379187666764,0.007194244604316547
25940,40,16,23,0.028984438380411533,0.18063990519922973,0.0071890204051993315
25950,40,16,23,0.028960943257184967,0.18057303620345005,0.007184846505551927
25960,40,16,23,0.02892683644928603,0.18066138936154472,0.007179635941692654
25970,40,16,23,0.029331765051826802,0.1805144884683619,0.007174432929922458
25980,40,16,23,0.029318833125137778,0.1803678262796366,0.007170275946983414
25990,40,16,23,0.02929300345055429,0.18024800708591673,0.007167161369724173
26000,40,16,23,0.029269366197183098,0.18006193776729096,0.007161458333333333
26010,40,16,23,0.029256489221293445,0.1801503094606543,0.007154730071547301
26020,40,16,23,0.029235052754982414,0.18000441728631378,0.007148530579825258
26030,40,16,23,0.02921792618629174,0.17989846221764402,0.007143888006927407
26040,40,16,23,0.02917733089579525,0.1797397632875101,0.007137192704203013
26050,40,16,23,0.029147490685952224,0.17959453503746145,0.007133592736705577
26060,40,16,23,0.02912621359223301,0.17943637164244827,0.007126916708660284
26070,40,16,23,0.029090113735783026,0.17977116033445797,0.00712332709742409
26080,40,16,23,0.029281083837133078,0.17958675263774912,0.007116158711903393
26090,40,16,23,0.029261901295676226,0.17954728591311991,0.007111558077724301
26100,40,16,23,0.029251255184457543,0.1793764637002342,0.007105433144333597
26110,40,16,23,0.029221487242858182,0.1792715038033938,0.0071013557133634605
26120,40,16,23,0.029418173894094575,0.17915357064542065,0.007097282959351925
26130,40,16,23,0.02938615585546365,0.17906195207481004,0.00709270669150308
26140,40,16,23,0.029364849187935034,0.17909794190629105,0.0070886438493484175
26150,40,16,23,0.029550228145143766,0.1790326110746334,0.0070830650354153256
26160,40,16,23,0.02953311617806732,0.1790946862016182,0.007077494995710609
26170,40,16,23,0.029511754068716093,0.17902943748178374,0.007070418511641194
26180,40,16,23,0.029490422840621613,0.17913056142139372,0.007061844639417933
26190,40,16,23,0.029466994077711976,0.1791044776119403,0.007056810891724286
26200,40,16,23,0.029447852760736196,0.17920547147846333,0.007052789057490917
26210,40,16,23,0.029422369654575613,0.17911424623663733,0.0070482699700982485
26220,40,16,23,0.029407524866657056,0.17902311382468383,0.007041251778093884
26230,40,16,23,0.029386343993085567,0.17884112692419402,0.007039749697788523
26240,40,16,23,0.02937365010799136,0.17894202162397504,0.007034747388616499
26250,40,16,23,0.029354629829484134,0.17885117493472585,0.007028255004969473
26260,40,16,23,0.029333525055719317,0.17868270415187304,0.007023767293366442
26270,40,16,23,0.02931455668917948,0.17875760208514335,0.0070167977886455455
26280,40,16,23,0.029498313356778872,0.17861535122621716,0.0070123246918827025
26290,40,16,23,0.029468702946870293,0.17869018360560937,0.0070058736112093975
26300,40,16,23,0.029662534928709607,0.17858690940615518,0.007001909611712286
26310,40,16,23,0.029641297343738812,0.17848375451263537,0.006997455470737914
26320,40,16,23,0.029632810822417865,0.1784064665127021,0.0069900444821012495
26330,40,16,23,0.0296137339055794,0.17835497835497835,0.006985605419136325
26340,40,16,23,0.029598913276614,0.17829065993508836,0.006981664315937941
26350,40,16,23,0.029789969995713674,0.17835266988542192,0.00697625255443591
26360,40,16,23,0.029777206512425023,0.1782114055299539,0.007183604479188675
26370,40,16,23,0.029755958327386898,0.17804474498237538,0.007180570221752904
26380,40,16,23,0.029726261762189905,0.1781943546649429,0.007174509390166702
26390,40,16,23,0.029705086194614618,0.17810480976310122,0.007379295804343242
26400,40,16,23,0.029683940774487473,0.17815391235745534,0.007373595505617977
26410,40,16,23,0.029664935619264424,0.17815186246418338,0.007364803254541629
26420,40,16,23,0.029861357980803412,0.17797337913267497,0.007359125315391085
26430,40,16,23,0.02984014209591474,0.17778254342697833,0.007351911496989217
26440,40,16,23,0.02981472279406545,0.17764285714285713,0.007347281505842838
26450,40,16,23,0.029795686719636776,0.17750339019341946,0.0073416305411830515
26460,40,16,23,0.02977667493796526,0.17796791443850268,0.00733598826241878
26470,40,16,23,0.02976190476190476,0.1778664576355733,0.007328819711035109
26480,40,16,23,0.029736618521665252,0.177701836821871,0.007323197098619054
26490,40,16,23,0.0297029702970297,0.1775754126351736,0.007316053511705686
26500,40,16,23,0.029688273132112815,0.17753623188405798,0.007307397870415478
26510,40,16,23,0.02965682813161983,0.177447986934602,0.007302315877321094
26520,40,16,23,0.029631720050797235,0.17752234993614305,0.007297240947946348
26530,40,16,23,0.029617093293843877,0.1777840788261147,0.007292173067574137
26540,40,16,23,0.029573299535276723,0.1778328611898017,0.007287617990005552
26550,40,16,23,0.029556650246305417,0.1777447441070291,0.007285595337218984
26560,40,16,23,0.029542097488921712,0.17760645070024048,0.007280038826873743
26570,40,16,23,0.029513034923757994,0.1774934615112745,0.007273986837547627
26580,40,16,23,0.029498525073746312,0.17736808645899554,0.007269454444752146
26590,40,16,23,0.029479890503263845,0.17728042925727197,0.0072654303902574035
26600,40,16,23,0.029453015427769985,0.177553611738149,0.007260406582768635
26610,40,16,23,0.02962807312460601,0.17739093664105998,0.00725689404934688
26620,40,16,23,0.029594906597635206,0.17719112988384372,0.007248377744028717
26630,40,16,23,0.02957835116425425,0.17707893626002533,0.007237885158888812
26640,40,16,23,0.029557682901264763,0.1769793278019969,0.007233895969686531
26650,40,16,23,0.029532919081198074,0.1768549747048904,0.007228915662650603
26660,40,16,23,0.029508196721311476,0.17679286366509797,0.007224936351751187
26670,40,16,23,0.029493794449867522,0.17686692869174622,0.007216990858478246
26680,40,16,23,0.029473244147157192,0.17665615141955837,0.007210052873721074
26690,40,16,23,0.02945682451253482,0.17673017652003362,0.007205105331777945
26700,40,16,23,0.029438374277959495,0.177001679731243,0.007197696737044146
26710,40,16,23,0.02942199346177923,0.17723554499056143,0.007193751712798027
26720,40,16,23,0.029399499582985822,0.17733370598099496,0.007395234182415777
26730,40,16,23,0.029383161989441513,0.17734505862646566,0.007385625384667989
26740,40,16,23,0.029564855298771602,0.17719665271966528,0.007585075850758507
26750,40,16,23,0.029546400332917187,0.1770731707317073,0.007581449354552285
26760,40,16,23,0.02953206239168111,0.17730595196658544,0.00757679180887372
26770,40,16,23,0.029507515411789153,0.17723192540533017,0.007572139982263456
26780,40,16,23,0.02948300920478926,0.17728031145717463,0.007566977980775786
26790,40,16,23,0.029665998202060714,0.17719407963310402,0.0075607928615216945
26800,40,16,23,0.029645497892336396,0.1770587418414109,0.0075546178452324236
26810,40,16,23,0.029616845012081464,0.17710718002081166,0.007548966267682263
26820,40,16,23,0.02959232944747189,0.17699667221297838,0.007541273184319587
26830,40,16,23,0.029555632104719256,0.17684954280964257,0.007535641547861507
26840,40,16,23,0.0295413854840931,0.1767393561786085,0.007529507529507529
26850,40,16,23,0.029525120440467997,0.1767146017699115,0.007524403470715835
26860,40,16,23,0.029500756429652043,0.17659251070885726,0.007519306327055954
26870,40,16,23,0.029482509793141366,0.17661674373662778,0.007713125845737483
26880,40,16,23,0.02947440742013054,0.17675060365643325,0.007709474538445932
26890,40,16,23,0.02945417095777549,0.17660439787688703,0.007701141660474228
26900,40,16,23,0.029425886549146033,0.1764827443686712,0.007695942752987241
26910,40,16,23,0.029409748406115033,0.17639768658771687,0.0076902320561252025
26920,40,16,23,0.029587014588041916,0.17634911894273128,0.007684011863035859
26930,40,16,23,0.02955867259664728,0.17623993946481392,0.00787878787878788
26940,40,16,23,0.029532403609515995,0.1763371373573491,0.00787454569928658
26950,40,16,23,0.029512228446509085,0.17638574077889965,0.007869249394673124
26960,40,16,23,0.029498122226015704,0.17624047766110768,0.007861318282604314
26970,40,16,23,0.029486041908402157,0.1764222069910898,0.007858150312311102
26980,40,16,23,0.029455884358379928,0.17622894700807887,0.007852876031948453
26990,40,16,23,0.029443838604143947,0.1763136288998358,0.007849714860784972
27000,40,16,23,0.029624080631980385,0.1762171772428884,0.00784760882688309
27010,40,16,23,0.02960593479888382,0.17608472839084388,0.007840772014475271
27020,40,16,23,0.029583786724700762,0.17598852694120057,0.007831849521386974
27030,40,16,23,0.02975745634893675,0.17600109147963708,0.007827657723957986
27040,40,16,23,0.02972917939319894,0.1759050930660667,0.007819810185804037
27050,40,16,23,0.029706999457406402,0.17584514721919303,0.007816153383659563
27060,40,16,23,0.029678818268058002,0.1756775160016342,0.007811456803311524
27070,40,16,23,0.029668766510871775,0.17576211213935763,0.007806244995996798
27080,40,16,23,0.029642663779101245,0.17582268153385913,0.008001600320064013
27090,40,16,23,0.029618609683527183,0.17564355090674455,0.007993605115907274
27100,40,16,23,0.029594594594594594,0.17553624762421938,0.007992540295723992
27110,40,16,23,0.0295726149483492,0.17544097693351424,0.007987220447284345
27120,40,16,23,0.02954468802698145,0.17529826464208242,0.007980315222451287
27130,40,16,23,0.029502896403071535,0.17538273946619698,0.00797183285723776
